"pegawai_id","nip","nama_lengkap","jenis_kelamin","umur","kelompok_umur","generasi","tahun_lahir","tahun_masuk","masa_kerja","kelompok_masa_kerja","status_pegawai","jenis_asn","agama","pendidikan","jabatan","jenis_jabatan","golongan","nama_pangkat","instansi","jenis_instansi","provinsi","predikat_kinerja_terakhir","rata_rata_kinerja","jumlah_cuti","pernah_mutasi","tanggal_snapshot"
5860,"196708232007059525",Iriana Budiman,P,58,"51 - 60",Gen X (1965-1980),1967,2007,19,"16 - 20",Pensiun,PPPK,Islam,S3,Perencana Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Baik,82.53,1,false,2026-07-08
5861,"199811092023093134",Mahmud Ardianto,L,27,"21 - 30",Gen Z (1997-2012),1998,2023,3,"1 - 5",Aktif,PPPK,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua,Daerah,Papua,Baik,81.51,2,false,2026-07-08
5862,"198603312011102909",T. Harto Pradipta,L,40,"31 - 40",Milenial (1981-1996),1986,2011,15,"11 - 15",Aktif,PPPK,Buddha,S1,Auditor Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Selatan,Daerah,Papua Selatan,Baik,80.42,6,false,2026-07-08
5863,"196603112018056906",Devi Wijaya,P,60,"51 - 60",Gen X (1965-1980),1966,2018,8,"6 - 10",Pensiun,PNS,Islam,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,IV/b,Pembina Tingkat I,Pemerintah Provinsi Papua Pegunungan,Daerah,Papua Pegunungan,Baik,81.95,6,true,2026-07-08
5864,"199008052013102011",R.A. Intan Pudjiastuti,L,35,"31 - 40",Milenial (1981-1996),1990,2013,13,"11 - 15",Aktif,PPPK,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Baik,89.23,4,false,2026-07-08
5865,"200104272023087213",H. Dimas Sitompul,P,25,"21 - 30",Gen Z (1997-2012),2001,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Apoteker,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Maluku Utara,Daerah,Maluku Utara,Cukup,80.18,2,true,2026-07-08
5866,"198410312015030309",Heru Mansur,P,41,"41 - 50",Milenial (1981-1996),1984,2015,11,"11 - 15",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,III/b,Penata Muda Tingkat I,Kementerian Luar Negeri,Pusat,DKI Jakarta,Cukup,80.11,4,false,2026-07-08
5867,"197711192020013429",Kajen Wibowo,P,48,"41 - 50",Gen X (1965-1980),1977,2020,6,"6 - 10",Aktif,PPPK,Kristen,S2,Pengelola Pengadaan Barang/Jasa,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Baik,83.46,3,false,2026-07-08
5868,"199607312021095926",Asmianto Suartini,P,29,"21 - 30",Milenial (1981-1996),1996,2021,5,"1 - 5",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Kalimantan Utara,Daerah,Kalimantan Utara,Sangat Baik,90.71,6,false,2026-07-08
5869,"199301062019091277",Cindy Suryatmi,L,33,"31 - 40",Milenial (1981-1996),1993,2019,7,"6 - 10",Aktif,PNS,Islam,S1,Statistisi Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Bengkulu,Daerah,Bengkulu,Baik,84.11,6,false,2026-07-08
5870,"199303182019072380","H. Cakrawangsa Handayani, S.Kom",P,33,"31 - 40",Milenial (1981-1996),1993,2019,7,"6 - 10",Aktif,PNS,Islam,D3,Pranata Komputer Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Baik,81.37,2,false,2026-07-08
5871,"197809272003052967",Tgk. Vanesa Wahyuni,L,47,"41 - 50",Gen X (1965-1980),1978,2003,23,"21 - 25",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Jambi,Daerah,Jambi,Baik,82.69,4,false,2026-07-08
5872,"199509042022110675",Dt. Damar Simanjuntak,L,30,"21 - 30",Milenial (1981-1996),1995,2022,4,"1 - 5",Aktif,PNS,Islam,S1,Analis Data,Fungsional,III/a,Penata Muda,Kementerian Keuangan,Pusat,DKI Jakarta,Sangat Baik,91.47,2,false,2026-07-08
5873,"200209172025065329",Prima Puspita,P,23,"21 - 30",Gen Z (1997-2012),2002,2025,1,"1 - 5",Aktif,PPPK,Islam,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Baik,82.00,2,false,2026-07-08
5874,"198909092022044981",Ciaobella Simanjuntak,P,36,"31 - 40",Milenial (1981-1996),1989,2022,4,"1 - 5",Aktif,PNS,Islam,S1,Statistisi Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Gorontalo,Daerah,Gorontalo,Baik,83.76,4,false,2026-07-08
5875,"198702032014095105",Chandra Winarsih,L,39,"31 - 40",Milenial (1981-1996),1987,2014,12,"11 - 15",Aktif,PNS,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Cukup,76.41,7,false,2026-07-08
5876,"197301252018078255","dr. Purwa Halimah, S.Gz",L,53,"51 - 60",Gen X (1965-1980),1973,2018,8,"6 - 10",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,IV/a,Pembina,Kementerian Luar Negeri,Pusat,DKI Jakarta,Baik,83.84,2,false,2026-07-08
5877,"199202192025023502",dr. Genta Saputra,L,34,"31 - 40",Milenial (1981-1996),1992,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Sekretaris,Struktural,III/c,Penata,Kementerian Badan Usaha Milik Negara,Pusat,DKI Jakarta,Sangat Baik,91.03,2,false,2026-07-08
5878,"200212262025120782",Tri Widodo,L,23,"21 - 30",Gen Z (1997-2012),2002,2025,1,"1 - 5",Aktif,PNS,Islam,D3,Penyuluh Pertanian,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Baik,80.58,2,false,2026-07-08
5879,"199711292020022221",Anggabaya Irawan,P,28,"21 - 30",Gen Z (1997-2012),1997,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Apoteker,Fungsional,II/a,Pengatur Muda,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Baik,80.69,2,false,2026-07-08
5880,"196802062000107854","Jamal Tampubolon, S.IP",L,58,"51 - 60",Gen X (1965-1980),1968,2000,26,"26 - 30",Pensiun,PNS,Islam,S2,Pranata Komputer Ahli Muda,Fungsional,III/c,Penata,Pemerintah Provinsi Sulawesi Tenggara,Daerah,Sulawesi Tenggara,Sangat Baik,89.04,5,true,2026-07-08
5881,"199803182025011478",Cindy Dabukke,P,28,"21 - 30",Gen Z (1997-2012),1998,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Analis Data,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Cukup,77.55,2,false,2026-07-08
5882,"197310132013083805",Ophelia Waskita,L,52,"51 - 60",Gen X (1965-1980),1973,2013,13,"11 - 15",Aktif,PNS,Islam,S1,Dokter,Fungsional,III/c,Penata,Pemerintah Provinsi Kalimantan Timur,Daerah,Kalimantan Timur,Baik,81.58,3,false,2026-07-08
5883,"199312242020081743",Septi Zulaika,L,32,"31 - 40",Milenial (1981-1996),1993,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Pustakawan Ahli Pertama,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Baik,82.06,4,false,2026-07-08
5884,"196806262021119273",Lili Wahyuni,P,58,"51 - 60",Gen X (1965-1980),1968,2021,5,"1 - 5",Pensiun,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,IV/a,Pembina,Pemerintah Provinsi Kepulauan Riau,Daerah,Kepulauan Riau,Cukup,80.08,5,true,2026-07-08
5885,"199006252013111648",Jasmani Anggraini,P,36,"31 - 40",Milenial (1981-1996),1990,2013,13,"11 - 15",Aktif,PPPK,Islam,S1,Kepala Dinas,Struktural,II/a,Pengatur Muda,Pemerintah Provinsi Sumatera Barat,Daerah,Sumatera Barat,Baik,83.12,6,false,2026-07-08
5886,"198410232015010564","Enteng Suryatmi, M.Pd",L,41,"41 - 50",Milenial (1981-1996),1984,2015,11,"11 - 15",Aktif,PNS,Kristen,S2,Kepala Dinas,Struktural,III/a,Penata Muda,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Baik,81.86,6,false,2026-07-08
5887,"197508122018050467","Anggabaya Saragih, S.Pd",P,50,"41 - 50",Gen X (1965-1980),1975,2018,8,"6 - 10",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Kementerian Kesehatan,Pusat,DKI Jakarta,Cukup,78.28,2,false,2026-07-08
5888,"197306132016043746",Cawisadi Lazuardi,P,53,"51 - 60",Gen X (1965-1980),1973,2016,10,"6 - 10",Aktif,PPPK,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,IV/a,Pembina,Kementerian Hukum dan Hak Asasi Manusia,Pusat,DKI Jakarta,Cukup,73.67,5,true,2026-07-08
5889,"196711122000081631",Alika Puspita,L,58,"51 - 60",Gen X (1965-1980),1967,2000,26,"26 - 30",Aktif,PNS,Islam,S1,Penyuluh Pertanian,Fungsional,III/c,Penata,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Baik,82.92,4,false,2026-07-08
5890,"198510022013043951","Kenes Wijayanti, M.Farm",L,40,"31 - 40",Milenial (1981-1996),1985,2013,13,"11 - 15",Aktif,PPPK,Islam,D3,Analis Kebijakan Ahli Pertama,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Cukup,74.48,7,true,2026-07-08
5891,"199606082018089348","Clara Tamba, S.I.Kom",L,30,"21 - 30",Milenial (1981-1996),1996,2018,8,"6 - 10",Aktif,PNS,Islam,S1,Auditor Ahli Pertama,Fungsional,II/a,Pengatur Muda,Kementerian Kesehatan,Pusat,DKI Jakarta,Baik,83.49,5,false,2026-07-08
5892,"199811302020031546",R. Candra Yolanda,L,27,"21 - 30",Gen Z (1997-2012),1998,2020,6,"6 - 10",Aktif,PNS,Kristen,S2,Apoteker,Fungsional,II/a,Pengatur Muda,Kementerian Hukum dan Hak Asasi Manusia,Pusat,DKI Jakarta,Baik,82.37,5,false,2026-07-08
5893,"199705222019047251","Yessi Winarno, S.Sos",P,29,"21 - 30",Gen Z (1997-2012),1997,2019,7,"6 - 10",Aktif,PNS,Kristen,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Maluku Utara,Daerah,Maluku Utara,Cukup,76.18,4,false,2026-07-08
5894,"196604242008053771",KH. Bahuwirya Widodo,P,60,"51 - 60",Gen X (1965-1980),1966,2008,18,"16 - 20",Pensiun,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,IV/a,Pembina,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Baik,82.65,3,false,2026-07-08
5895,"199004062012101503",drg. Vivi Sihombing,P,36,"31 - 40",Milenial (1981-1996),1990,2012,14,"11 - 15",Aktif,PPPK,Islam,S1,Kepala Subbagian,Struktural,II/a,Pengatur Muda,Pemerintah Provinsi Maluku Utara,Daerah,Maluku Utara,Baik,89.97,2,false,2026-07-08
5896,"196408291989099673",Syahrini Hasanah,L,61,>60,Baby Boomers (1946-1964),1964,1989,37,> 30,Pensiun,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Sangat Baik,92.08,4,false,2026-07-08
5897,"200102172024011514","Sutan Kairav Mandasari, M.Pd",P,25,"21 - 30",Gen Z (1997-2012),2001,2024,2,"1 - 5",Aktif,PNS,Islam,S1,Analis SDM Aparatur Ahli Muda,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi DKI Jakarta,Daerah,DKI Jakarta,Sangat Baik,91.01,1,true,2026-07-08
5898,"197501132009083613",Ganjaran Wibowo,P,51,"51 - 60",Gen X (1965-1980),1975,2009,17,"16 - 20",Aktif,PPPK,Islam,S1,Penyuluh Pertanian,Fungsional,III/d,Penata Tingkat I,Kementerian Pertanian,Pusat,DKI Jakarta,Baik,82.17,3,false,2026-07-08
5899,"197910082012052629",Jati Purwanti,L,46,"41 - 50",Gen X (1965-1980),1979,2012,14,"11 - 15",Aktif,PNS,Kristen,S1,Dokter,Fungsional,III/c,Penata,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Cukup,77.22,6,false,2026-07-08
5900,"196803102009080625",R. Irma Lestari,P,58,"51 - 60",Gen X (1965-1980),1968,2009,17,"16 - 20",Pensiun,PNS,Islam,S2,Sekretaris,Struktural,III/d,Penata Tingkat I,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Baik,82.71,3,false,2026-07-08
5901,"199008282018049677",Niyaga Firmansyah,P,35,"31 - 40",Milenial (1981-1996),1990,2018,8,"6 - 10",Aktif,PNS,Islam,S2,Dokter,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Cukup,76.68,6,false,2026-07-08
5902,"197509232018033511",Adikara Winarsih,L,50,"41 - 50",Gen X (1965-1980),1975,2018,8,"6 - 10",Aktif,PNS,Islam,S2,Pranata Komputer Ahli Pertama,Fungsional,IV/a,Pembina,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Baik,84.48,3,false,2026-07-08
5903,"199412272017045479",Harjasa Simbolon,P,31,"31 - 40",Milenial (1981-1996),1994,2017,9,"6 - 10",Aktif,PNS,Islam,S1,Sekretaris,Struktural,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Baik,81.96,5,false,2026-07-08
5904,"196902032016118008",Cinta Yulianti,P,57,"51 - 60",Gen X (1965-1980),1969,2016,10,"6 - 10",Aktif,PNS,Islam,S1,Kepala Dinas,Struktural,III/d,Penata Tingkat I,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Sangat Baik,91.26,2,false,2026-07-08
5905,"200111022024049635","Drs. Argono Wibowo, M.M.",P,24,"21 - 30",Gen Z (1997-2012),2001,2024,2,"1 - 5",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Bengkulu,Daerah,Bengkulu,Baik,82.22,2,false,2026-07-08
5906,"197209271994111675",Emong Thamrin,P,53,"51 - 60",Gen X (1965-1980),1972,1994,32,> 30,Aktif,PNS,Islam,S1,Kepala Dinas,Struktural,II/a,Pengatur Muda,Pemerintah Provinsi Kep. Bangka Belitung,Daerah,Kep. Bangka Belitung,Cukup,75.80,4,false,2026-07-08
5907,"198007182011016690",Harsana Pratama,P,45,"41 - 50",Gen X (1965-1980),1980,2011,15,"11 - 15",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/a,Penata Muda,Pemerintah Provinsi Bengkulu,Daerah,Bengkulu,Cukup,80.10,5,true,2026-07-08
5908,"197305282021072050",Ir. Zulaikha Widodo,L,53,"51 - 60",Gen X (1965-1980),1973,2021,5,"1 - 5",Aktif,PNS,Islam,S2,Pranata Komputer Ahli Muda,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Maluku Utara,Daerah,Maluku Utara,Baik,81.13,5,false,2026-07-08
5909,"197606052022105450",Hartana Padmasari,P,50,"41 - 50",Gen X (1965-1980),1976,2022,4,"1 - 5",Aktif,PNS,Islam,S2,Analis Kebijakan Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Kementerian Badan Usaha Milik Negara,Pusat,DKI Jakarta,Baik,89.50,4,true,2026-07-08
5910,"197208261996094052","Sakura Andriani, S.Pt",P,53,"51 - 60",Gen X (1965-1980),1972,1996,30,"26 - 30",Aktif,PPPK,Buddha,S2,Kepala Bidang,Struktural,II/a,Pengatur Muda,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Baik,90.55,0,false,2026-07-08
5911,"196712091990014324","Putri Winarno, S.Farm",P,58,"51 - 60",Gen X (1965-1980),1967,1990,36,> 30,Pensiun,PNS,Islam,S1,Kepala Dinas,Struktural,II/a,Pengatur Muda,Kementerian Hukum dan Hak Asasi Manusia,Pusat,DKI Jakarta,Cukup,75.58,4,true,2026-07-08
5912,"198712252016081700","drg. Cecep Yuliarti, S.Pt",L,38,"31 - 40",Milenial (1981-1996),1987,2016,10,"6 - 10",Aktif,PPPK,Islam,D3,Penghulu,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Cukup,75.37,6,false,2026-07-08
5913,"198809132014039033",Bambang Haryanti,L,37,"31 - 40",Milenial (1981-1996),1988,2014,12,"11 - 15",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sulawesi Tengah,Daerah,Sulawesi Tengah,Baik,91.01,2,false,2026-07-08
5914,"199610072021078953","R.A. Sadina Yolanda, S.Pd",P,29,"21 - 30",Milenial (1981-1996),1996,2021,5,"1 - 5",Aktif,PNS,Islam,S1,Analis Data,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Cukup,74.96,4,false,2026-07-08
5915,"199807172023047030",Lala Budiman,P,27,"21 - 30",Gen Z (1997-2012),1998,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Dokter,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kepulauan Riau,Daerah,Kepulauan Riau,Baik,81.61,4,false,2026-07-08
5916,"196309062016032265",Hj. Ida Rahayu,L,62,>60,Baby Boomers (1946-1964),1963,2016,10,"6 - 10",Pensiun,PNS,Islam,S2,Sekretaris,Struktural,IV/a,Pembina,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Baik,80.67,4,false,2026-07-08
5917,"199706162019010440","dr. Azalea Firmansyah, S.Psi",L,29,"21 - 30",Gen Z (1997-2012),1997,2019,7,"6 - 10",Aktif,PNS,Islam,S1,Penghulu,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Gorontalo,Daerah,Gorontalo,Baik,87.25,2,false,2026-07-08
5918,"197102262013028212",Mila Pratiwi,P,55,"51 - 60",Gen X (1965-1980),1971,2013,13,"11 - 15",Aktif,PNS,Islam,S3,Kepala Bidang,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Sangat Baik,89.69,4,false,2026-07-08
5919,"198612302009024454",Humaira Pudjiastuti,L,39,"31 - 40",Milenial (1981-1996),1986,2009,17,"16 - 20",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Baik,83.16,3,false,2026-07-08
5920,"198807012012067263","Oni Andriani, S.Sos",L,38,"31 - 40",Milenial (1981-1996),1988,2012,14,"11 - 15",Aktif,PNS,Islam,S1,Penyuluh Pertanian,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Bali,Daerah,Bali,Baik,80.75,1,false,2026-07-08
5921,"196704272016092473",Lalita Aryani,L,59,"51 - 60",Gen X (1965-1980),1967,2016,10,"6 - 10",Pensiun,PNS,Islam,S1,Kepala Dinas,Struktural,IV/a,Pembina,Pemerintah Provinsi Sumatera Barat,Daerah,Sumatera Barat,Baik,83.29,4,false,2026-07-08
5922,"197208082004083894",Wadi Yolanda,L,53,"51 - 60",Gen X (1965-1980),1972,2004,22,"21 - 25",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Papua,Daerah,Papua,Baik,80.95,2,false,2026-07-08
5923,"198309232013039627",Tgk. Ulya Siregar,P,42,"41 - 50",Milenial (1981-1996),1983,2013,13,"11 - 15",Aktif,PNS,Islam,S1,Pustakawan Ahli Pertama,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Riau,Daerah,Riau,Cukup,74.73,5,false,2026-07-08
5924,"198307112007054389",Hj. Ani Januar,P,42,"41 - 50",Milenial (1981-1996),1983,2007,19,"16 - 20",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Riau,Daerah,Riau,Sangat Baik,93.46,3,false,2026-07-08
5925,"199212022024082285",Patricia Nababan,L,33,"31 - 40",Milenial (1981-1996),1992,2024,2,"1 - 5",Aktif,PNS,Islam,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Cukup,74.42,2,true,2026-07-08
5926,"197101042022081131","R. Koko Nainggolan, S.E.I",L,55,"51 - 60",Gen X (1965-1980),1971,2022,4,"1 - 5",Aktif,PPPK,Islam,S1,Sekretaris,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Papua Tengah,Daerah,Papua Tengah,Cukup,79.41,6,false,2026-07-08
5927,"199208042023123899",Ghaliyati Latupono,P,33,"31 - 40",Milenial (1981-1996),1992,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Analis SDM Aparatur Ahli Muda,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Maluku,Daerah,Maluku,Cukup,74.32,6,false,2026-07-08
5928,"199602172020129167",Elisa Januar,L,30,"21 - 30",Milenial (1981-1996),1996,2020,6,"6 - 10",Aktif,PNS,Katolik,S1,Analis Kebijakan Ahli Muda,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Nusa Tenggara Timur,Daerah,Nusa Tenggara Timur,Cukup,75.02,6,false,2026-07-08
5929,"198612102012099761",Puti Ani Pratiwi,P,39,"31 - 40",Milenial (1981-1996),1986,2012,14,"11 - 15",Aktif,PNS,Islam,D3,Kepala Dinas,Struktural,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Cukup,77.35,2,false,2026-07-08
5930,"198503202025114005",Jais Yulianti,L,41,"41 - 50",Milenial (1981-1996),1985,2025,1,"1 - 5",Aktif,PNS,Islam,S2,Analis Data,Fungsional,III/d,Penata Tingkat I,Kementerian Kesehatan,Pusat,DKI Jakarta,Sangat Baik,90.82,2,false,2026-07-08
5931,"199009222025059407",Koko Padmasari,P,35,"31 - 40",Milenial (1981-1996),1990,2025,1,"1 - 5",Aktif,PNS,Kristen,S1,Auditor Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Cukup,73.75,0,false,2026-07-08
5932,"198504202025054499",Uda Hakim,P,41,"41 - 50",Milenial (1981-1996),1985,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Statistisi Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi Kalimantan Utara,Daerah,Kalimantan Utara,Baik,84.01,3,false,2026-07-08
5933,"199112262017026108",Kairav Megantara,P,34,"31 - 40",Milenial (1981-1996),1991,2017,9,"6 - 10",Aktif,PNS,Islam,D3,Arsiparis Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sumatera Barat,Daerah,Sumatera Barat,Cukup,75.91,3,false,2026-07-08
5934,"197905102004058019",Sutan Heru Zulaika,L,47,"41 - 50",Gen X (1965-1980),1979,2004,22,"21 - 25",Aktif,PPPK,Kristen,S2,Pengawas Ketenagakerjaan,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Keuangan,Pusat,DKI Jakarta,Cukup,72.31,6,true,2026-07-08
5935,"196309061997065087",Jane Budiyanto,P,62,>60,Baby Boomers (1946-1964),1963,1997,29,"26 - 30",Aktif,PNS,Islam,S2,Kepala Bidang,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Sulawesi Selatan,Daerah,Sulawesi Selatan,Baik,81.68,4,false,2026-07-08
5936,"198508242022116628",Danu Hidayanto,P,40,"31 - 40",Milenial (1981-1996),1985,2022,4,"1 - 5",Aktif,PPPK,Islam,S1,Kepala Bidang,Struktural,III/c,Penata,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Baik,82.75,8,false,2026-07-08
5937,"197107132022116411","Halima Firmansyah, S.E.",L,54,"51 - 60",Gen X (1965-1980),1971,2022,4,"1 - 5",Aktif,PNS,Islam,S1,Auditor Ahli Pertama,Fungsional,IV/a,Pembina,Kementerian Agama,Pusat,DKI Jakarta,Cukup,74.05,6,false,2026-07-08
5938,"197611102025106135",Ganda Hasanah,L,49,"41 - 50",Gen X (1965-1980),1976,2025,1,"1 - 5",Aktif,PNS,Islam,S2,Penyuluh Pertanian,Fungsional,IV/a,Pembina,Kementerian Keuangan,Pusat,DKI Jakarta,Baik,83.28,2,false,2026-07-08
5939,"197104041994033979","dr. Bagiya Puspita, S.H.",P,55,"51 - 60",Gen X (1965-1980),1971,1994,32,> 30,Aktif,PPPK,Islam,S2,Pengawas Ketenagakerjaan,Fungsional,II/a,Pengatur Muda,Kementerian Luar Negeri,Pusat,DKI Jakarta,Baik,83.87,5,true,2026-07-08
5940,"197609222015121479","Tgk. Mustofa Suwarno, S.Farm",L,49,"41 - 50",Gen X (1965-1980),1976,2015,11,"11 - 15",Aktif,PNS,Islam,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,III/c,Penata,Pemerintah Provinsi Kepulauan Riau,Daerah,Kepulauan Riau,Baik,85.39,2,false,2026-07-08
5941,"196403082011016241","Dr. Bagya Sitorus, S.Gz",L,62,>60,Baby Boomers (1946-1964),1964,2011,15,"11 - 15",Pensiun,PNS,Islam,S1,Penyuluh Pertanian,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Nusa Tenggara Barat,Daerah,Nusa Tenggara Barat,Baik,82.72,5,false,2026-07-08
5942,"198506212007099919","Dt. Banawi Setiawan, S.Pd",P,41,"41 - 50",Milenial (1981-1996),1985,2007,19,"16 - 20",Aktif,PNS,Islam,S2,Pengelola Pengadaan Barang/Jasa,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Sangat Baik,91.29,2,false,2026-07-08
5943,"197705132023071367",Garan Widiastuti,L,49,"41 - 50",Gen X (1965-1980),1977,2023,3,"1 - 5",Aktif,PPPK,Islam,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Baik,89.74,2,false,2026-07-08
5944,"198805222012085002",Muhammad Mulyani,L,38,"31 - 40",Milenial (1981-1996),1988,2012,14,"11 - 15",Aktif,PNS,Buddha,S1,Perencana Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Maluku,Daerah,Maluku,Baik,88.50,1,false,2026-07-08
